ASIN,LOCALE,"BB SELLER",BB_SELLER_LINK,PRICE,CURRENCY,"DELIVERY MESSAGE","SHIPPING PRICE","SHIPPING MESSAGE",AVAILABILITY,DESCRIPTION,"IS APLUS","APLUS DESCRIPTION",TIMESTAMP
B074JVBPCS,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B074JVBPCS/ref=dp_olp_new?ie=UTF8&amp;condition=new,"22,50","EUR ","Il venditore selezionato per questo prodotto non spedisce negli Stati Uniti d'America .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità:  solo 4 -- ordina subito (ulteriori in arrivo).","Nome stile:Dek Classico                                                                                      	                                                                 	                                            	         	         		         			Caffè Decaffeinato Dek Classico Senza caffeina e dal retrogusto dolce e fiorato, ideale per moka e macchina espresso Una miscela aromatica e raffinata di selezionati chicchi di caffè Arabica e Robusta, caratterizzata da dolci sentori di mandorla 
e cioccolato al latte, con note di frutta secca. Decaffeinato con metodo naturale Arabica e Robusta Origine: prevalentemente Sud America, Sud-Est Asiatico Tostatura media Intensità 3 (leggero) Gusto morbido ed equilibrato Note aromatiche di frutta secca Crema dorata e colore caldo Ideale per moka 10 confezioni da 250 gr di Miscela di caffè macinato decaffeinato con metodo naturale (2.5 Kg) Dal 1895 la storia di Lavazza è quella di un'azienda che da oltre 120 anni persegue una visione d'impresa in cui sono centrali 
la passione per il lavoro, per il prodotto e per il territorio in cui opera. 
Conoscenza del prodotto, sostenibilità e innovazione, sono i valori attraverso cui Lavazza condivide la cultura del caffè, 
espressa in ognuna delle 27 miliardi di tazzine servite ogni anno nel mondo. 				    	 					</p>",0,-,"2018-04-16 12:35:02"
B074G4DG4T,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B074G4DG4T/ref=dp_olp_new?ie=UTF8&amp;condition=new,"15,96","EUR ","Il venditore selezionato per questo prodotto non spedisce negli Stati Uniti d'America .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Descrizione         	         	         		         			Qualit� Rossa 				    	 					         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 12:35:26"
B074BNSJRQ,it,"Venduto e spedito da DIVERSITY SUPERMARKET.",/gp/offer-listing/B074BNSJRQ/ref=dp_olp_new?ie=UTF8&amp;condition=new,"32,99","EUR ","Nessun venditore spedisce attualmente questo prodotto negli Stati Uniti d'America .  Maggiori informazioni","+ Spedizione GRATUITA",-,"Disponibilità: solo 2",-,1,"Descrizione Prodotto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Ingrandisci immagine                                                                                                                                                                    Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Profilo e tostatura                                                                                                                                                                                                                                                                                                
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                          Vista                                                                                                                               Crema dorata e colore caldo.                                                                                                                                                                                                            Olfatto                                                                                                                               Note di legno e tabacco.                                                                                                                                                                                                            Gusto                                                                                                                               Gusto intenso e timbro marcato.                                                                                                                                                                                                                     Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Lavazza Crema e Gusto Espresso                                                                                                                           Arabica brasiliana e Robusta proveniente dall’Africa Orientale e dal Sud-Est Asiatico, per un espresso cremoso dal gusto intenso e dal timbro marcato. Un&#039;armonia tra corposità e profumi, esaltata dalla preparazione con la macchina espresso.                                               Cialde Ese Espresso con sei confezioni da 18 cialde.                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Note aromatiche                                                                                                                             Legno.                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Note aromatiche                                                                                                                             Tabacco.                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Tostatura                                                                                                                             Scura.                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Lavazza Crema e Gusto Espresso                                                                                                                                                                                                                                                                                                                                                                                                                                          Legno                                                                                                                                                                                                                                                                                                                                                                                                                                              Tabacco                                                                                                                                                                                                                                                                                                                                                                                                                                              Tostatura Scura                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Ingrandisci immagine                                                                                                                                                                    Leggi di più","2018-04-16 12:36:12"
B074JVBPD6,it,"Venduto e spedito da Amazon.",/gp/offer-listing/B074JVBPD6/ref=dp_olp_new?ie=UTF8&amp;condition=new,"12,90","EUR ","Il venditore selezionato per questo prodotto non spedisce negli Stati Uniti d'America .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità:  solo 4 -- ordina subito (ulteriori in arrivo).","Descrizione         	         	         		         			Espresso selezione famiglia. Miscela di caffè macinato. Tostatura media 				    	 					         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 12:36:45"
B074JVGCTW,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B074JVGCTW/ref=dp_olp_new?ie=UTF8&amp;condition=new,"25,56","EUR ","Il venditore selezionato per questo prodotto non spedisce negli Stati Uniti d'America .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Nome stile:Crema e Gusto Forte                                                                                      	                                                                 	                                            	         		Descrizione         	         	         		         			Lavazza Espresso Crema e Gusto Forte Un caffè forte e pieno, da abbinare a un cioccolato fondente al 70% di cacao Crema e Gusto Forte è una miscela composta dai dolci Arabica brasiliani e dai più pregiati Robusta dell'America, Asia e Africa. 
Il meglio dei tre continenti per un caffè forte e pieno, ideale per chi ama un gusto deciso. Arabica e Robusta Origine: prevalentemente America, Africa, Asia Tostatura scura Intensità 9 (intenso) Gusto deciso e corposo Note aromatiche di legno e tabacco Crema ambrata e colore scuro Ideale per Macchina Espresso 5 confezioni da 500 gr di Miscela di caffè macinato per macchina espresso da (2.5 Kg) Dal 1895 la storia di Lavazza è quella di un'azienda che da oltre 120 anni persegue una visione d'impresa in cui sono centrali 
la passione per il lavoro, per il prodotto e per il territorio in cui opera. 
Conoscenza del prodotto, sostenibilità e innovazione, sono i valori attraverso cui Lavazza condivide la cultura del caffè, 
espressa in ognuna delle 27 miliardi di tazzine servite ogni anno nel mondo. 				    	 					</p>         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 12:37:09"
B074JQKX2Q,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B074JQKX2Q/ref=dp_olp_new?ie=UTF8&amp;condition=new,"26,97","EUR ","Il venditore selezionato per questo prodotto non spedisce negli Stati Uniti d'America .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Nome stile:Crema e Gusto                                                                                      	                                                                 	                                            	         		Descrizione         	         	         		         			Caffè in Grani per Macchina Espresso Crema e Gusto Da macinare a casa, per godere dell'aroma e del gusto del vero caffè macinato al momento Miscela di Arabica di origine brasiliana e Robusta proveniente prevalentemente dall’Africa Orientale e dal Sud-Est Asiatico. Arabica e Robusta Origine: prevalentemente Brasile, Africa Orientale, Sud-Est Asiatico Tostatura scura Intensità 8 (mediamente intenso) Gusto persistente ed equilibrato Note aromatiche di legno Crema dorata e colore caldo 3 confezioni di Miscela di caffè in grani per macchina espresso (3 Kg) Frutto di oltre un secolo di esperienza nell’arte della miscelazione e della torrefazione, la linea Espressi Lavazza offre 
una pregiata selezione di miscele dalla macinatura e tostatura speciali, create per preparare a casa un espresso a regola d’arte, 
ricco e cremoso come quello del bar. Dal 1895 la storia di Lavazza è quella di un'azienda che da oltre 120 anni persegue una visione d'impresa in cui sono centrali 
la passione per il lavoro, per il prodotto e per il territorio in cui opera. 
Conoscenza del prodotto, sostenibilità e innovazione, sono i valori attraverso cui Lavazza condivide la cultura del caffè, 
espressa in ognuna delle 27 miliardi di tazzine servite ogni anno nel mondo. 				    	 					</p>         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",1,"Descrizione Prodotto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Profilo e tostatura                                                                                                                                                                                                                                                                          
                                                                                                                                                                                                                                                                                                                                                                                    
                                                                                                                                                                                                                                                                                                                                                                                    
                                                                                                                                                                                                                                                                                                                      VISTA                                                                                                                               Crema ambrata e colore scuro                                                                                                                                                                                                            OLFATTO                                                                                                                               Note di legno e tabacco                                                                                                                                                                                                            GUSTO                                                                                                                               Gusto intenso e timbro marcato                                                                                                                                                                                                                     Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Lavazza Crema e Gusto Classico                                                                                                                           Un espresso cremoso dal gusto intenso e dal timbro marcato, caratterizzato da un delicato profumo di legni pregiati.                                               Una miscela pensata per la macchina espresso, per un caffè cremoso e intenso.                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Note Aromatiche                                                                                                                             Legno                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Note aromatiche                                                                                                                             Tabacco                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Tostatura                                                                                                                             Scura                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Lavazza Crema e Gusto                                                                                                                                                                                                                                                                                                                                                                                                                                          Legno                                                                                                                                                                                                                                                                                                                                                                                                                                              Tabacco                                                                                                                                                                                                                                                                                                                                                                                                                                              Tostatura Scura                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Lavazza Espresso Crema e Gusto                                                                                                                                                                                                                                                                                                                                                                                                                                                      Lavazza Dek Gusto Classico                                                                                                                                                                                                                                                                                                                                                                                                                                                      SINGLE ORIGIN CEREJA PASSITA BRAZIL                                                                                                                                                                                                                                                                                                                                                                   Composizione                                                                                                                                                                                                                                                                                                                                                                                Arabica e Robusta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Arabica e Robusta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           100% Arabica                                                                                                                                                                                                                                                                                                                                                             Origine                                                                                                                                                                                                                                                                                                                                                                                Prevalentemente Africa Orientale, Sud-Est Asiatico                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Prevalentemente Sud America, Sud-Est Asiatico                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Cerrado del Brasile                                                                                                                                                                                                                                                                                                                                                             Intensità                                                                                                                                                                                                                                                                                                                                                                                8 Mediamente intenso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           3 Leggero                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           7 Mediamente intenso                                                                                                                                                                                                                                                                                                                                                             Note Aromatiche                                                                                                                                                                                                                                                                                                                                                                                Legno e tabacco                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Frutta secca                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Miele e cioccolato                                                                                                                                                                                                                                                                                                                                                             Tostatura                                                                                                                                                                                                                                                                                                                                                                                Scura                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Media                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Media                                                                                                                                                                                                                                                                                                                                                             Formato confezione                                                                                                                                                                                                                                                                                                                                                                                3 confezioni da 1 kg                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           5 confezioni da 500 gr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           6 confezioni da 200 gr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Leggi di più","2018-04-16 13:10:26"
B000FWHWGI,it,,/gp/offer-listing/B000FWHWGI/ref=dp_olp_new?ie=UTF8&amp;condition=new,0,-,-,-,-,"Disponibile presso questi venditori.","Nome stile:Qualità Oro                                                                                      	                                                                 	                                            	         		Descrizione         	         	         		         			Caffè in Grani per Macchina Espresso Qualità Oro Selezione di pregiati caffè, per vivere l'emozione di macinare una miscela storica Qualità oro è la prima miscela Lavazza, nata nel 1956 e tramandata di padre in figlio da oltre 60 anni. 
La selezione delle migliori Arabica crea un gusto inconfondibile in cui le note fiorate e fruttate del centro America si fondono 
con i sentori dolci di malto e miele del Brasile. Un vero caffè da intenditori, per chi ama assaporare una miscela pregiata ogni giorno. 100% Arabica Origine: prevalentemente Centro e Sud America Tostatura media Intensità 5 (delicato) Gusto dolce e persistente Note aromatiche di fiori, frutta e miele Crema dorata e colore caldo 1 confezione di Miscela di caffè in grani per macchina espresso (1 Kg) Frutto di oltre un secolo di esperienza nell’arte della miscelazione e della torrefazione, la linea Espressi Lavazza offre 
una pregiata selezione di miscele dalla macinatura e tostatura speciali, create per preparare a casa un espresso a regola d’arte, 
ricco e cremoso come quello del bar. Dal 1895 la storia di Lavazza è quella di un'azienda che da oltre 120 anni persegue una visione d'impresa in cui sono centrali 
la passione per il lavoro, per il prodotto e per il territorio in cui opera. 
Conoscenza del prodotto, sostenibilità e innovazione, sono i valori attraverso cui Lavazza condivide la cultura del caffè, 
espressa in ognuna delle 27 miliardi di tazzine servite ogni anno nel mondo. 				    	 					</p>         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 13:10:51"
B01LTI24Z0,it,,-,0,-,-,-,-,"Attualmente non disponibile.                                                                                             
Ancora non sappiamo quando l'articolo sarà di nuovo disponibile.","Descrizione         	         	         		         			Qualit� Oro 				    	 					         		         		         	                  	         		Ingredienti         	         	         		         			caff 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 13:11:15"
B000FWHWH2,it,,/gp/offer-listing/B000FWHWH2/ref=dp_olp_new?ie=UTF8&amp;condition=new,0,-,-,-,-,"Disponibile presso questi venditori.","Nome stile:Qualità Rossa                                                                                      	                                                                 	                                            	         		Descrizione         	         	         		         			Caffè in Grani per Macchina Espresso Qualità Rossa La famosa Qualità Rossa, pronta a essere macinata in casa Qualità Rossa è il caffè che incarna la passione di una famiglia di torrefattori da più di 120 anni. 
Una miscela dall'aroma unico e dal corpo pieno, ricco di straordinaria rotondità composta prevalentemente da Arabica brasiliani e Robusta africani. 
Qualità Rossa è il piacere del buon caffè che accompagna da sempre le pause delle famiglie italiane. Un aroma inconfondibile per ricaricarsi 
con buonumore e condividere momenti piacevoli. Arabica e Robusta Origine: prevalentemente Brasile, Africa Tostatura media Intensità 5 (delicato) Gusto pieno e sostenuto Note aromatiche di cioccolato e frutta secca Crema dorata e colore caldo 1 confezione di Miscela di caffè in grani per macchina espresso (1 Kg) Frutto di oltre un secolo di esperienza nell’arte della miscelazione e della torrefazione, la linea Espressi Lavazza offre 
una pregiata selezione di miscele dalla macinatura e tostatura speciali, create per preparare a casa un espresso a regola d’arte, 
ricco e cremoso come quello del bar. Dal 1895 la storia di Lavazza è quella di un'azienda che da oltre 120 anni persegue una visione d'impresa in cui sono centrali 
la passione per il lavoro, per il prodotto e per il territorio in cui opera. 
Conoscenza del prodotto, sostenibilità e innovazione, sono i valori attraverso cui Lavazza condivide la cultura del caffè, 
espressa in ognuna delle 27 miliardi di tazzine servite ogni anno nel mondo. 				    	 					</p>         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 13:11:46"
B074G7Z8F7,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B074G7Z8F7/ref=dp_olp_new?ie=UTF8&amp;condition=new,"22,86","EUR ",-,-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Attualmente non disponibile.                                                                                             
Questo articolo non è al momento disponibile ma può diventarlo in futuro. Puoi effettuare l'ordine ora: ti avviseremo non appena avremo maggiori informazioni e l'importo ti sarà addebitato solo al momento della spedizione.","Descrizione         	         	         		         			Qualità Rossa 				    	 					         		         		         	                  	         		Ingredienti         	         	         		         			Caffè 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",0,-,"2018-04-16 13:12:10"
