ASIN,LOCALE,"BB SELLER",BB_SELLER_LINK,PRICE,CURRENCY,"DELIVERY MESSAGE","SHIPPING PRICE","SHIPPING MESSAGE",AVAILABILITY,DESCRIPTION,"IS APLUS","APLUS DESCRIPTION",TIMESTAMP
B01GYEZDJ8,it,"Venduto e spedito da ORMEOUTLET.",/gp/offer-listing/B01GYEZDJ8/ref=dp_olp_new?ie=UTF8&amp;condition=new,"57,20","EUR ","Ricevilo entro  23&nbsp;-&nbsp;28 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.","Dal gusto equilibrato e rotondo, corposa, cremosa e allo stesso tempo tostata e dosata un caffè unico, morbido e da far invidia al tuo bar di fiducia. Disponibile in cialde e capsule. COMPATIBILI CON: Kelly - Agostani Como cup - Agostani Little - Agostani Maya - Agostani Ep 2100 - Lavazza El 3200 - Lavazza Inox - Lavazza Kimbo Capsy SLG NON COMPATIBILE CON: LB1000 - Extra Saeco - Ep850 - Lavazza Lb 850 - Lavazza ep 2500 - Ep 1800 Lavazza time",0,-,"2018-04-17 22:59:29"
B01MAUVM20,it,"Venduto e spedito da ORMEOUTLET.",/gp/offer-listing/B01MAUVM20/ref=dp_olp_new?ie=UTF8&amp;condition=new,"82,00","EUR ","Ricevilo entro  23&nbsp;-&nbsp;28 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.","Dal gusto equilibrato e rotondo, corposa, cremosa e allo stesso tempo tostata e dosata un caffè unico, morbido e da far invidia al tuo bar di fiducia.",0,-,"2018-04-17 22:59:30"
B01F54A2V2,it,"Venduto e spedito da 3P SHOP.",/gp/offer-listing/B01F54A2V2/ref=dp_olp_new?ie=UTF8&amp;condition=new,"110,00","EUR ","Ricevilo entro  21&nbsp;-&nbsp;26 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.","Taglia:4                                                                                      	                                                                 	                                            	         	         		         			Per i veri intenditori, la massima espressione della tradizione napoletana.",0,-,"2018-04-17 22:59:42"
B00QIUFPII,it,"Venduto e spedito da SEDICICAFFE.",/gp/offer-listing/B00QIUFPII/ref=dp_olp_new?ie=UTF8&amp;condition=new,"67,80","EUR ","Ricevilo entro  21&nbsp;-&nbsp;26 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.","400 capsule caffè Borbone monodose Miscela Rossa Miscela forte, decisa, corposa e dal gusto netto, perfetta per una carica d'energia! Adattabile alle più comuni macchine per capsule come: - sgl capsy - sgl capsy lux - sgl rotary - gimoka maya - lavazza el 3100 - lavazza ep 800 - lavazza el 3200 - lavazza ep 2100 Confezioni da 400 capsule monodose ad un prezzo imperdibile!!! Misure capsula: - Altezza 2,0 cm - Larghezza superiore 3,9 cm - Larghezza inferiore 3,5 cm Scadenza minimo 12 mesi. Acquista più oggetti e paghi sempre una sola spedizione !!! Per una consegna più precisa è consigliabile lasciare un recapito telefonico, Nel caso in cui gli oggetti acquistati presentassero qualche problema o non siete soddisfatti, non esitate a contattarci !!!. I costi di spedizione, ove previsti e non, fanno riferimento a territorio Italiano mentre sono calcolati in base al peso per Paesi esteri. Per il contrassegno + 5,00 &#x20AC;.",0,-,"2018-04-17 22:59:52"
B074Y927GQ,it,"Venduto e spedito da Easycialde.",/gp/offer-listing/B074Y927GQ/ref=dp_olp_new?ie=UTF8&amp;condition=new,"166,20","EUR ","Ricevilo entro  21&nbsp;-&nbsp;24 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.","La massima espressione della tradizione napoletana, gusto pieno e persistente. Disponibile in: cialde, capsule. Compatibili Nespresso Compatibili con: Pixie - De Longhi Essenza - Krups Citiz - De Longhi Essenza - De Longhi Espressina x Nespresso Citiz - Krups Pixie - Krups Espresso 1882 - Polti Inissia - Krups NON COMPATIBILI: U - De Longhi Premium - De Longhi",0,-,"2018-04-17 23:00:04"
B019RY0BD0,it,"Venduto e spedito da ORMEOUTLET.",/gp/offer-listing/B019RY0BD0/ref=dp_olp_new?ie=UTF8&amp;condition=new,"82,00","EUR ","Ricevilo entro  23&nbsp;-&nbsp;28 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.",-,0,-,"2018-04-17 23:00:13"
B075VRDVRB,it,"Venduto e spedito da BELOTTI DISTRIBUTION.",/gp/offer-listing/B075VRDVRB/ref=dp_olp_new?ie=UTF8&amp;condition=new,"155,71","EUR ","Nessun venditore spedisce attualmente questo prodotto in Regno Unito (isola principale) .  Maggiori informazioni","+ EUR 4,90 di spedizione",-,"Disponibilità: solo 5","Dal gusto equilibrato e rotondo, corposa, cremosa e allo stesso tempo tostata e dosata un caffè unico, morbido e da far invidia al tuo bar di fiducia. Disponibile in cialde e capsule. Macchine compatibili: Kelly - Agostani Como cup - Agostani Little - Agostani Maya - Agostani Ep 2100 - Lavazza El 3200 - Lavazza Inox - Lavazza Kimbo Capsy SLG NON COMPATIBILE CON: LB1000 - Lavazza Extra - Saeco Ep850 - Lavazza Lb 850 - Lavazza Piccina - Saeco Ep800 - Lavazza Ep950 - Lavazza Espresso e cappuccino - Lavazza ECL 101 - Lavazza",0,-,"2018-04-17 23:00:16"
B01F546GR6,it,,/gp/offer-listing/B01F546GR6/ref=dp_olp_new?ie=UTF8&amp;condition=new,0,-,-,-,-,"Disponibile presso questi venditori.","Taglia:3                                                                                      	                                                                 	                                            	         	         		         			Nata per offrire qualità e convenienza.",0,-,"2018-04-17 23:00:25"
B01N5L1Y3S,it,,/gp/offer-listing/B01N5L1Y3S/ref=dp_olp_new?ie=UTF8&amp;condition=new,0,-,-,-,-,"Disponibile presso questi venditori.","Dal gusto equilibrato e rotondo, corposa, cremosa e allo stesso tempo tostata e dosata un caffè unico, morbido e da far invidia al tuo bar di fiducia. Disponibile in: cialde, capsule. MACCHINE COMPATIBILI: Piccina - Saeco Extra - Saeco Favola - Electrolux Minù - Lavazza Minù caffè latte - Lavazza Espressgo - Lavazza Espria Ebony - Lavazza Magia - Lavazza NON COMPATIBILE CON: Como cup - Agostani Ep2100 - Lavazza Lb1000 - Lavazza Little - Agostani EP850 - Lavazza LB850 - Lavazza EL3200 - Lavazza Inox - Lavazza ECL 101 - Lavazza Espresso e cappuccino - Lavazza",0,-,"2018-04-17 23:00:48"
B01F5476Q6,it,"Venduto e spedito da ORMEOUTLET.",/gp/offer-listing/B01F5476Q6/ref=dp_olp_new?ie=UTF8&amp;condition=new,"42,60","EUR ","Ricevilo entro  23&nbsp;-&nbsp;28 apr.  con la modalità Spedizione standard . Dettagli","+ Spedizione GRATUITA",-,"Disponibilità immediata.","Taglia:2                                                                                      	                                                                 	                                            	         	         		         			Conserva crema, corpo, gusto e tutta la dolcezza del perfetto espresso, ma... decaffeinato.",0,-,"2018-04-17 23:01:00"
