ASIN,LOCALE,"BB SELLER",BB_SELLER_LINK,PRICE,CURRENCY,"DELIVERY MESSAGE","SHIPPING PRICE","SHIPPING MESSAGE",AVAILABILITY,DESCRIPTION,"IS APLUS","APLUS DESCRIPTION",TIMESTAMP
B00XTBA7FK,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B00XTBA7FK/ref=dp_olp_new?ie=UTF8&amp;condition=new,"17,67","EUR ","Vuoi riceverlo domani? Ordina entro 8 ore e 29 min  e scegli la spedizione 1 giorno. Dettagli",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			caffè espresso, 48 capsule",1,"Descrizione Prodotto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              NESCAFÉ Dolce Gusto Espresso Buondì                                                                                                                                                                                                                   Ingrandisci immagine                                                                                                                                                                  Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Ingrandisci immagine                                                                                                                                                  Intensità                                                                                                                   Se il buongiorno si vede dal mattino, non sbagliare! Scegli Buondi Caffè, per cominciare la giornata con allegria e vitalità. Il nostro sistema ad alta pressione (fino a 15 bar) ti permetterà di ottenere un caffè di eccellente qualità e una crema gustosa e vellutata.                                                                                                                                                                    Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Ingrandisci immagine                                                                                                                                                  La freschezza                                                                                                                   Le capsule sigillate ermeticamente preservano la freschezza del caffè per permetterti di gustarne ogni volta che vorrai l&#039;aroma ed il gusto pieno. Inserisci semplicemente la tua capsula di Buondi Caffè nella tua macchina NESCAFÉ Dolce Gusto. Il tuo caffè sarà subito pronto da gustare.                                                                                                                                                                  Leggi di più","2018-04-17 00:00:14"
B00BV6QV2I,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B00BV6QV2I/ref=dp_olp_new?ie=UTF8&amp;condition=new,"15,50","EUR ","Questo prodotto non può essere spedito in Panama .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Descrizione         	         	         		         			NESCAFÉ DOLCE GUSTO CORTADO ESPRESSO MACCHIATO Caffè macchiato 3 confezioni da 16 capsule (48 capsule) 				    	 					         		         		         	                  	         		Ingredienti         	         	         		         			Capsula bianca (15.1g): latte scremato in polvere, zucchero (17%), emulsionante (lecitina di soia). Capsula nera (6 g): caffè tostato e macinato 				    	 					         		         		         	                                                                                   Visualizza tutta la Descrizione prodotto",1,"Descrizione Prodotto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Ingrandisci immagine                                                                                                                                                                  Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Ingrandisci immagine                                                                                                                                                  NESCAFÉ Dolce Gusto Cortado                                                                                                                   Scopri NESCAFÉ Dolce Gusto Cortado, un espresso equilibrato arricchito da una soffice schiuma. Assapora l&#039;aroma del caffè tostato unito al cremoso latte intero.                                                                                                                                                                  Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                                                     I nostri esperti coffee creator hanno miscelato gli intensi chicchi di Robusta e Arabica dall&#039;aroma fruttato, creando l&#039;aromatica e corposa tazzina del NESCAFÉ Dolce Gusto Cortado.                                                                                                                                                                                                                                                                                                                       Il nostro sistema ad alta pressione (fino a 15 bar) ti permetterà di ottenere un caffè di eccellente qualità e una schiuma gustosa e vellutata.                                                                                                                                                                                                                                                                                                                       Le capsule sigillate ermeticamente preservano la freschezza del caffè per permetterti di gustarne ogni volta che vorrai l&#039;aroma ed il gusto pieno.                                                                                                                                                                                                                     Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                                                     Inserisci semplicemente una capsula di Cortado nella macchina NESCAFÉ Dolce Gusto. Il tuo caffè sarà subito pronto da gustare.                                                                                                                                                                                                                                                                                                                       Prova le oltre 30 creazioni di alta qualità a base di caffè: dalla gamma di intensi Espressi e corposi Caffè Lunghi, passando per cremosi Cappuccini, Cioccolate calde, Tè, bevande fredde e molto altro.                                                                                                                                                                                                                                                                                                                       La confezione contiene 16 capsule ideate per il sistema di macchine NESCAFÉ Dolce Gusto con cui potrai preparare 16 Cortado.                                                                                                                                                                                                                     Leggi di più","2018-04-17 00:00:35"
B00C7N1TQW,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B00C7N1TQW/ref=dp_olp_new?ie=UTF8&amp;condition=new,"31,00","EUR ",-,-,"Spedizione GRATUITA. Maggiori informazioni","Attualmente non disponibile.                                                                                             
Questo articolo non è al momento disponibile ma può diventarlo in futuro. Puoi effettuare l'ordine ora: ti avviseremo non appena avremo maggiori informazioni e l'importo ti sarà addebitato solo al momento della spedizione.","Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			caffè espresso, 96 capsule",1,"Descrizione Prodotto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Caffè Barista                                                                                                                                                                                                                   Ingrandisci immagine                                                                                                                                                                  Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                                                     Scopri Nescafé Dolce Gusto Barista. Con intensità 9 su 11, questo è un caffè corposo, arricchito da una densa crema. Assapora l&#039;aroma ricco e intenso e le note di cioccolato fondente e agrumi.                                                                                                                                                                                                                                                                                                                       Barista nasce da una miscela di pregiati chicchi. L&#039;Arabica dal Sud America e dall&#039;Africa arricchisce il caffè di note fruttate, mentre la Robusta dall&#039;Asia gli conferisce corposità.                                                                                                                                                                                                                                                                                                                       Il nostro sistema ad alta pressione (fino a 15 bar) ti permetterà di ottenere un caffè di eccellente qualità e una crema gustosa e vellutata.                                                                                                                                                                                                                     Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                              
                                                                                                              Ingrandisci immagine                                                                                                                                                                                                                                                                                                                                                                                     Le capsule sigillate ermeticamente preservano la freschezza del caffè per permetterti di gustarne ogni volta che vorrai l&#039;aroma ed il gusto pieno.                                                                                                                                                                                                                                                                                                                       Inserisci semplicemente una capsula di Barista nella macchina Nescafé Dolce Gusto. Il tuo caffè sarà subito pronto da gustare.                                                                                                                                                                                                                                                                                                                       Prova le oltre 30 creazioni di alta qualità a base di caffè: dalla gamma di intensi Espressi e corposi Caffè Lunghi, passando per cremosi Cappuccini, Cioccolate calde, Tè, bevande fredde e molto altro.                                                                                                                                                                                                                     Leggi di più","2018-04-17 00:00:48"
B0013USA1M,it,,/gp/offer-listing/B0013USA1M/ref=dp_olp_new?ie=UTF8&amp;condition=new,0,-,-,-,-,"Disponibile presso questi venditori.","Taglia:96 Cialde                                                                                      	                                                                 	                                            	         		Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			cappuccino, 96 capsule",1,"Descrizione Prodotto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              NESCAFÉ Dolce Gusto Cappuccino                                                                                                                                                                                                                   Ingrandisci immagine                                                                                                                                                                  Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Ingrandisci immagine                                                                                                                                                  Caffè di eccellente qualità                                                                                                                   I nostri esperti coffee creator hanno perfezionato la ricetta del NESCAFÉ Dolce Gusto Cappuccino, che si prepara con due capsule: una contenente caffè torrefatto e macinato e una latte intero in polvere.                                                                                                                                                                    Leggi di più                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Ingrandisci immagine                                                                                                                                                  La freschezza dell&#039;aroma                                                                                                                   Le capsule sigillate ermeticamente preservano la freschezza del caffè per permetterti di gustarne ogni volta che vorrai l&#039;aroma ed il gusto pieno. Inserisci semplicemente la capsula del latte e poi quella del caffè nella tua macchina NESCAFÉ Dolce Gusto. Il tuo cappuccino sarà subito pronto da gustare.                                                                                                                                                                  Leggi di più","2018-04-17 00:01:31"
B00C6F2ZL4,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B00C6F2ZL4/ref=dp_olp_new?ie=UTF8&amp;condition=new,"31,00","EUR ",-,-,"Spedizione GRATUITA. Maggiori informazioni","Attualmente non disponibile.                                                                                             
Questo articolo non è al momento disponibile ma può diventarlo in futuro. Puoi effettuare l'ordine ora: ti avviseremo non appena avremo maggiori informazioni e l'importo ti sarà addebitato solo al momento della spedizione.","Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			caffè espresso, 96 capsule",0,-,"2018-04-17 00:01:53"
B01J5XHUMS,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B01J5XHUMS/ref=dp_olp_new?ie=UTF8&amp;condition=new,"17,55","EUR ","Il venditore selezionato per questo prodotto non spedisce in Panama .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			caffè espresso, 48 capsule",0,-,"2018-04-17 00:02:11"
B01F54C2UG,it,,/gp/offer-listing/B01F54C2UG/ref=dp_olp_new?ie=UTF8&amp;condition=new,0,-,-,-,-,"Disponibile presso questi venditori.","Un caffè corposo dalla tostatura molto forte, nato dall'unione di note dolci di frutti essiccati con liquirizia e bacche di ginepro.",0,-,"2018-04-17 00:02:23"
B01CY7BCJE,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B01CY7BCJE/ref=dp_olp_new?ie=UTF8&amp;condition=new,"16,35","EUR ","Vuoi riceverlo domani? Ordina entro 8 ore e 27 min  e scegli la spedizione 1 giorno. Dettagli",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé!",0,-,"2018-04-17 00:02:36"
B01M1JW4HO,it,"Venduto e spedito da Amazon.",/gp/offer-listing/B01M1JW4HO/ref=dp_olp_new?ie=UTF8&amp;condition=new,"17,67","EUR ","Il venditore selezionato per questo prodotto non spedisce in Panama .  Maggiori informazioni",-,"Spedizione GRATUITA per ordini superiori a  EUR 29. Maggiori informazioni","Disponibilità immediata.","Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			Caffè macchiato decaffeinato, 3 scatole da 16 capsule - 48 caspule totali",0,-,"2018-04-17 00:02:48"
B00C7N1QRO,it,"Venduto e spedito da Amazon.                                                                                        Confezione regalo disponibile.",/gp/offer-listing/B00C7N1QRO/ref=dp_olp_new?ie=UTF8&amp;condition=new,"31,00","EUR ",-,-,"Spedizione GRATUITA. Maggiori informazioni","Attualmente non disponibile.                                                                                             
Questo articolo non è al momento disponibile ma può diventarlo in futuro. Puoi effettuare l'ordine ora: ti avviseremo non appena avremo maggiori informazioni e l'importo ti sarà addebitato solo al momento della spedizione.","Descrizione         	         	         		         			Capsule esclusivamente per macchina caffè espresso e altre bevande NESCAFÉ DOLCE GUSTO. NESCAFÉ DOLCE GUSTO è l'unico sistema multibevanda che ti permette di gustare più di 30 bevande calde e fredde tutte senza glutine. Puoi scegliere tra caffé espressi, caffé lunghi, cappuccino, latte macchiato, té, cioccolata e molto altro. Grazie a NESCAFÉ DOLCE GUSTO diventi artista della tua pausa caffé! 				    	 					         		         		         	                  	         		Contenuto della confezione         	         	         		         			caffè espresso, 96 capsule",0,-,"2018-04-17 00:03:01"
